# time 'cAMP_on' 'free_Ca2+' 'all_Ca2+' 'bound_Ca2+!_' 'PKAa!_' 'PKAa?' 'CDK5!_' 'CK1p~?' 'PP2Ap~?' 'PP2Aca_!' 'PP2C!_' 'PP2Ba~?' 'PDEp~?' 'DARPP_unphosph~?' 'Thr75~?' 'Thr34~?' 'Ser137~?' 'Thr75:Ser137~?' 'Thr34:Thr75~?' 'Thr34:Ser137~?' 'Thr34:Thr75:Ser137~?' 'D34*~?' 'D75*~?' 'D137*~?' 'r'
 1.816667E+02 0 8 489 481 0 0 60 38 0 1 0 57 0 2009 991 0 0 0 0 0 0 0 991 0 5.088016E-02
 1.820000E+02 0 13 490 477 0 0 73 40 1 1 0 53 0 2000 1000 0 0 0 0 0 0 0 1000 0 5.087882E-02
 1.823333E+02 0 18 490 472 0 0 57 35 1 0 0 53 0 1982 1018 0 0 0 0 0 0 0 1018 0 5.087396E-02
 1.826667E+02 0 13 491 478 0 0 72 33 0 0 0 57 0 1984 1016 0 0 0 0 0 0 0 1016 0 5.085741E-02
 1.830000E+02 0 27 494 467 0 0 70 40 1 1 0 57 0 2000 1000 0 0 0 0 0 0 0 1000 0 5.086885E-02
 1.833333E+02 0 12 496 484 0 0 67 41 0 0 0 69 0 1993 1007 0 0 0 0 0 0 0 1007 0 5.086455E-02
 1.836667E+02 0 18 494 476 0 0 78 40 0 0 0 59 0 1973 1027 0 0 0 0 0 0 0 1027 0 5.084604E-02
 1.840000E+02 0 13 492 479 0 0 72 39 0 1 0 61 0 1967 1033 0 0 0 0 0 0 0 1033 0 5.084433E-02
 1.843333E+02 0 26 493 467 0 0 63 44 0 1 0 56 0 1971 1029 0 0 0 0 0 0 0 1029 0 5.083332E-02
 1.846667E+02 0 14 495 481 0 0 65 42 1 1 0 58 0 1972 1028 0 0 0 0 0 0 0 1028 0 5.084625E-02
 1.850000E+02 0 14 494 480 0 0 67 38 0 0 0 61 0 1974 1026 0 0 0 0 0 0 0 1026 0 5.085059E-02
 1.853333E+02 0 18 492 474 0 0 67 44 0 0 0 60 0 1959 1041 0 0 0 0 0 0 0 1041 0 5.085927E-02
 1.856667E+02 0 13 491 478 0 0 55 48 0 0 0 60 0 1968 1032 0 0 0 0 0 0 0 1032 0 5.085894E-02
 1.860000E+02 0 18 490 472 0 0 70 46 0 0 0 60 0 1964 1036 0 0 0 0 0 0 0 1036 0 5.084507E-02
 1.863333E+02 0 14 494 480 0 0 64 41 0 0 0 52 0 1951 1049 0 0 0 0 0 0 0 1049 0 5.082669E-02
 1.866667E+02 0 22 492 470 0 0 61 43 0 0 0 61 0 1968 1032 0 0 0 0 0 0 0 1032 0 5.082020E-02
 1.870000E+02 0 25 495 470 0 0 70 42 0 0 0 57 0 1967 1033 0 0 0 0 0 0 0 1033 0 5.081380E-02
 1.873333E+02 0 26 495 469 0 0 66 44 1 3 0 60 0 1960 1040 0 0 0 0 0 0 0 1040 0 5.079804E-02
 1.876667E+02 0 13 488 475 0 0 65 42 0 3 0 60 0 1975 1025 0 0 0 0 0 0 0 1025 0 5.081041E-02
 1.880000E+02 0 15 490 475 0 0 62 45 1 3 0 60 0 1986 1014 0 0 0 0 0 0 0 1014 0 5.082379E-02
 1.883333E+02 0 16 491 475 0 0 63 45 1 1 0 63 0 1963 1037 0 0 0 0 0 0 0 1037 0 5.081832E-02
 1.886667E+02 0 17 488 471 0 0 58 43 2 3 0 56 0 1937 1063 0 0 0 0 0 0 0 1063 0 5.081860E-02
 1.890000E+02 0 17 486 469 0 0 61 45 1 1 0 56 0 1937 1063 0 0 0 0 0 0 0 1063 0 5.081917E-02
 1.893333E+02 0 16 485 469 0 0 71 47 1 1 0 56 0 1935 1065 0 0 0 0 0 0 0 1065 0 5.084160E-02
 1.896667E+02 0 15 484 469 0 0 72 46 1 1 0 59 0 1970 1030 0 0 0 0 0 0 0 1030 0 5.083580E-02
 1.900000E+02 0 14 483 469 0 0 65 47 1 1 0 55 0 1975 1025 0 0 0 0 0 0 0 1025 0 5.084209E-02
 1.903333E+02 0 32 483 451 0 0 75 47 0 1 0 47 0 1968 1032 0 0 0 0 0 0 0 1032 0 5.082372E-02
 1.906667E+02 0 19 486 467 0 0 65 45 0 1 0 54 0 1958 1042 0 0 0 0 0 0 0 1042 0 5.083074E-02
 1.910000E+02 0 15 485 470 0 0 60 43 0 0 0 57 0 1951 1049 0 0 0 0 0 0 0 1049 0 5.082375E-02
 1.913333E+02 0 20 482 462 0 0 67 41 0 0 0 55 0 1964 1036 0 0 0 0 0 0 0 1036 0 5.081278E-02
 1.916667E+02 0 20 482 462 0 0 66 44 0 0 0 54 0 1959 1041 0 0 0 0 0 0 0 1041 0 5.082874E-02
 1.920000E+02 0 19 480 461 0 0 59 36 0 1 0 50 0 1938 1062 0 0 0 0 0 0 0 1062 0 5.082834E-02
 1.923333E+02 0 19 480 461 0 0 60 38 0 1 0 53 0 1932 1068 0 0 0 0 0 0 0 1068 0 5.082216E-02
 1.926667E+02 0 17 477 460 0 0 66 39 0 0 0 54 0 1947 1053 0 0 0 0 0 0 0 1053 0 5.082412E-02
 1.930000E+02 0 23 476 453 0 0 62 40 1 1 0 50 0 1957 1043 0 0 0 0 0 0 0 1043 0 5.080980E-02
 1.933333E+02 0 22 478 456 0 0 68 42 0 0 0 59 0 1953 1047 0 0 0 0 0 0 0 1047 0 5.080782E-02
 1.936667E+02 0 23 474 451 0 0 60 44 0 1 0 54 0 1954 1046 0 0 0 0 0 0 0 1046 0 5.082017E-02
 1.940000E+02 0 22 472 450 0 0 67 50 0 0 0 51 0 1956 1044 0 0 0 0 0 0 0 1044 0 5.081006E-02
 1.943333E+02 0 15 473 458 0 0 65 43 0 0 0 51 0 1939 1061 0 0 0 0 0 0 0 1061 0 5.080734E-02
 1.946667E+02 0 13 477 464 0 0 65 46 0 0 0 57 0 1937 1063 0 0 0 0 0 0 0 1063 0 5.080012E-02
 1.950000E+02 0 19 473 454 0 0 73 37 0 0 0 51 0 1930 1070 0 0 0 0 0 0 0 1070 0 5.080202E-02
 1.953333E+02 0 21 472 451 0 0 63 41 0 1 0 53 0 1943 1057 0 0 0 0 0 0 0 1057 0 5.079825E-02
 1.956667E+02 0 15 472 457 0 0 61 40 0 1 0 57 0 1946 1054 0 0 0 0 0 0 0 1054 0 5.080704E-02
 1.960000E+02 0 21 472 451 0 0 68 39 0 1 0 51 0 1957 1043 0 0 0 0 0 0 0 1043 0 5.078097E-02
 1.963333E+02 0 18 472 454 0 0 65 43 0 2 0 59 0 1954 1046 0 0 0 0 0 0 0 1046 0 5.076376E-02
 1.966667E+02 0 15 473 458 0 0 62 45 0 0 0 55 0 1962 1038 0 0 0 0 0 0 0 1038 0 5.075049E-02
 1.970000E+02 0 16 472 456 0 0 66 46 0 0 0 54 0 1951 1049 0 0 0 0 0 0 0 1049 0 5.076762E-02
 1.973333E+02 0 12 470 458 0 0 63 51 0 2 0 51 0 1968 1032 0 0 0 0 0 0 0 1032 0 5.076465E-02
 1.976667E+02 0 18 472 454 0 0 59 57 0 2 0 53 0 1974 1026 0 0 0 0 0 0 0 1026 0 5.077198E-02
 1.980000E+02 0 9 473 464 0 0 64 49 1 2 0 59 0 1965 1035 0 0 0 0 0 0 0 1035 0 5.078006E-02
 1.983333E+02 0 18 473 455 0 0 62 47 1 1 0 57 0 1959 1041 0 0 0 0 0 0 0 1041 0 5.079124E-02
 1.986667E+02 0 17 473 456 0 0 67 50 0 0 0 55 0 1970 1030 0 0 0 0 0 0 0 1030 0 5.078264E-02
 1.990000E+02 0 19 473 454 0 0 63 43 0 0 0 57 0 1954 1046 0 0 0 0 0 0 0 1046 0 5.078063E-02
 1.993333E+02 0 18 472 454 0 0 64 47 0 0 0 53 0 1939 1061 0 0 0 0 0 0 0 1061 0 5.076727E-02
 1.996667E+02 0 13 473 460 0 0 71 41 0 0 0 59 0 1935 1065 0 0 0 0 0 0 0 1065 0 5.077097E-02
 2.000000E+02 0 16 472 456 0 0 64 40 0 0 0 53 0 1959 1041 0 0 0 0 0 0 0 1041 0 5.076739E-02
 2.003333E+02 3970 16 470 454 226 330 67 41 5 0 0 51 43 1912 1012 55 0 0 21 0 0 76 1033 0 4.736325E-02
 2.006667E+02 3936 14 472 458 269 419 57 46 8 0 0 54 125 1772 941 198 0 0 89 0 0 287 1030 0 4.501963E-02
 2.010000E+02 3904 13 476 463 323 521 58 43 9 1 0 51 227 1644 853 338 0 0 165 0 0 503 1018 0 4.317960E-02
 2.013333E+02 3870 12 472 460 328 536 73 41 15 0 0 52 335 1538 740 493 0 0 229 0 0 722 969 0 4.165408E-02
 2.016667E+02 3839 18 472 454 331 529 68 37 18 0 0 59 434 1400 637 647 0 0 316 0 0 963 953 0 4.039456E-02
 2.020000E+02 3805 24 470 446 279 525 57 42 22 0 0 55 533 1242 569 815 0 0 374 0 0 1189 943 0 3.928691E-02
 2.023333E+02 3770 11 470 459 248 495 72 49 20 1 0 60 614 1153 489 937 0 0 421 0 0 1358 910 0 3.829079E-02
 2.026667E+02 3724 13 469 456 235 480 61 51 20 2 0 55 667 1079 422 1029 0 0 470 0 0 1499 892 0 3.740442E-02
 2.030000E+02 3685 10 467 457 257 477 65 53 13 3 0 54 736 1004 371 1122 0 0 503 0 0 1625 874 0 3.661162E-02
 2.033333E+02 3649 19 469 450 207 447 66 57 23 2 0 60 771 922 327 1212 0 0 539 0 0 1751 866 0 3.588870E-02
 2.036667E+02 3609 13 467 454 183 428 67 56 17 2 0 51 823 850 290 1307 0 0 553 0 0 1860 843 0 3.521290E-02
 2.040000E+02 3579 15 467 452 171 422 66 55 11 0 0 60 864 762 264 1396 0 0 578 0 0 1974 842 0 3.462206E-02
 2.043333E+02 3537 10 466 456 158 395 76 54 13 0 0 65 875 707 236 1465 0 0 592 0 0 2057 828 0 3.404989E-02
 2.046667E+02 3492 19 467 448 169 396 59 52 6 0 0 58 896 659 219 1504 0 0 618 0 0 2122 837 0 3.348389E-02
 2.050000E+02 3455 15 465 450 157 415 61 49 12 0 0 58 905 623 192 1534 0 0 651 0 0 2185 843 0 3.306846E-02
 2.053333E+02 3409 9 465 456 150 367 57 48 16 0 0 56 921 597 171 1561 0 0 671 0 0 2232 842 0 3.265813E-02
 2.056667E+02 3367 16 468 452 147 379 63 49 16 0 0 57 936 545 161 1608 0 0 686 0 0 2294 847 0 3.225814E-02
 2.060000E+02 3322 13 470 457 128 373 61 49 16 1 0 63 945 522 127 1641 0 0 710 0 0 2351 837 0 3.188623E-02
 2.063333E+02 3280 13 472 459 123 332 74 48 15 1 0 62 939 508 108 1676 0 0 708 0 0 2384 816 0 3.156977E-02
 2.066667E+02 3232 14 469 455 116 334 74 50 17 1 0 63 948 493 112 1706 0 0 689 0 0 2395 801 0 3.125633E-02
 2.070000E+02 3194 21 469 448 100 319 61 50 17 0 0 63 946 461 103 1744 0 0 692 0 0 2436 795 0 3.099632E-02
 2.073333E+02 3150 16 473 457 110 326 64 53 17 1 0 61 951 454 98 1749 0 0 699 0 0 2448 797 0 3.072418E-02
 2.076667E+02 3114 10 471 461 112 326 70 53 12 1 0 60 951 450 92 1746 0 0 712 0 0 2458 804 0 3.048707E-02
 2.080000E+02 3079 12 470 458 97 320 75 55 18 0 0 58 946 427 80 1790 0 0 703 0 0 2493 783 0 3.026738E-02
 2.083333E+02 3052 20 473 453 89 296 65 59 20 1 0 62 947 419 84 1806 0 0 691 0 0 2497 775 0 3.004935E-02
 2.086667E+02 3003 17 474 457 86 289 60 59 15 1 0 58 951 406 84 1830 0 0 680 0 0 2510 764 0 2.987930E-02
 2.090000E+02 2962 11 474 463 99 305 76 57 13 1 0 65 963 389 80 1853 0 0 678 0 0 2531 758 0 2.969098E-02
 2.093333E+02 2920 17 473 456 81 287 65 57 14 2 0 61 950 380 64 1874 0 0 682 0 0 2556 746 0 2.952345E-02
 2.096667E+02 2885 12 478 466 78 285 70 57 19 0 0 64 957 375 62 1885 0 0 678 0 0 2563 740 0 2.938259E-02
 2.100000E+02 2859 18 482 464 75 295 74 55 15 0 0 67 962 384 60 1883 0 0 673 0 0 2556 733 0 2.926480E-02
 2.103333E+02 2826 10 480 470 81 291 71 56 20 0 0 70 962 383 58 1884 0 0 675 0 0 2559 733 0 2.914907E-02
 2.106667E+02 2789 19 481 462 74 276 61 59 16 0 0 67 960 381 55 1897 0 0 667 0 0 2564 722 0 2.904722E-02
 2.110000E+02 2749 14 480 466 84 270 65 60 9 0 0 63 944 376 63 1888 0 0 673 0 0 2561 736 0 2.893655E-02
 2.113333E+02 2713 9 477 468 70 266 70 64 15 0 0 66 957 362 70 1891 0 0 677 0 0 2568 747 0 2.883971E-02
 2.116667E+02 2686 9 473 464 84 263 76 66 10 0 0 63 961 385 67 1863 0 0 685 0 0 2548 752 0 2.877235E-02
 2.120000E+02 2661 11 476 465 78 237 71 64 12 1 0 71 954 394 66 1846 0 0 694 0 0 2540 760 0 2.871357E-02
 2.123333E+02 2638 12 473 461 58 222 65 61 10 1 0 67 947 400 71 1829 0 0 700 0 0 2529 771 0 2.866382E-02
 2.126667E+02 2606 9 471 462 60 220 65 68 10 0 0 63 944 383 73 1839 0 0 705 0 0 2544 778 0 2.858852E-02
 2.130000E+02 2578 15 472 457 76 232 63 68 11 1 0 60 928 392 66 1829 0 0 713 0 0 2542 779 0 2.851297E-02
 2.133333E+02 2543 13 474 461 70 223 68 62 7 1 0 64 950 376 68 1831 0 0 725 0 0 2556 793 0 2.845467E-02
 2.136667E+02 2517 18 473 455 64 230 61 64 11 1 0 62 949 382 73 1824 0 0 721 0 0 2545 794 0 2.840822E-02
 2.140000E+02 2475 12 476 464 76 237 59 66 7 0 0 63 936 378 65 1822 0 0 735 0 0 2557 800 0 2.837541E-02
 2.143333E+02 2446 11 473 462 70 230 67 66 10 0 0 66 940 367 69 1830 0 0 734 0 0 2564 803 0 2.834449E-02
 2.146667E+02 2408 11 473 462 70 230 70 62 14 0 0 62 943 364 74 1838 0 0 724 0 0 2562 798 0 2.831476E-02
 2.150000E+02 2374 16 473 457 63 243 62 59 16 1 0 66 938 394 74 1816 0 0 716 0 0 2532 790 0 2.829984E-02
 2.153333E+02 2332 17 472 455 69 223 78 63 11 1 0 61 937 403 71 1809 0 0 717 0 0 2526 788 0 2.829683E-02
 2.156667E+02 2302 13 475 462 70 226 77 60 10 0 0 70 927 416 70 1792 0 0 722 0 0 2514 792 0 2.828567E-02
 2.160000E+02 2268 14 474 460 58 213 74 60 16 0 0 68 932 414 74 1801 0 0 711 0 0 2512 785 0 2.826093E-02
 2.163333E+02 2237 12 470 458 65 208 76 61 13 0 0 60 916 425 70 1779 0 0 726 0 0 2505 796 0 2.824846E-02
 2.166667E+02 2204 13 469 456 62 215 67 62 11 0 0 56 920 421 74 1796 0 0 709 0 0 2505 783 0 2.825261E-02
 2.170000E+02 2181 18 471 453 56 211 69 58 13 1 0 64 906 412 78 1804 0 0 706 0 0 2510 784 0 2.825110E-02
 2.173333E+02 2160 16 473 457 77 210 65 52 15 1 0 65 919 413 89 1799 0 0 699 0 0 2498 788 0 2.825388E-02
 2.176667E+02 2125 9 476 467 64 185 64 57 7 1 0 71 918 434 83 1795 0 0 688 0 0 2483 771 0 2.825192E-02
 2.180000E+02 2095 15 481 466 67 191 72 58 10 0 0 63 907 429 91 1768 0 0 712 0 0 2480 803 0 2.827415E-02
 2.183333E+02 2069 11 479 468 59 200 69 61 8 0 0 66 900 441 84 1749 0 0 726 0 0 2475 810 0 2.828549E-02
 2.186667E+02 2047 10 480 470 75 198 66 67 10 0 0 70 900 457 87 1719 0 0 737 0 0 2456 824 0 2.831395E-02
 2.190000E+02 2023 16 479 463 64 195 74 62 6 1 0 67 900 449 92 1715 0 0 744 0 0 2459 836 0 2.833821E-02
 2.193333E+02 2003 19 476 457 69 198 68 62 10 1 0 68 890 455 86 1707 0 0 752 0 0 2459 838 0 2.835142E-02
 2.196667E+02 1981 22 478 456 68 191 61 56 9 0 0 60 887 459 86 1685 0 0 770 0 0 2455 856 0 2.838445E-02
 2.200000E+02 1966 12 480 468 55 179 68 55 11 0 0 62 883 470 82 1691 0 0 757 0 0 2448 839 0 2.841901E-02
 2.203333E+02 1953 20 476 456 48 182 72 54 15 0 0 59 887 485 82 1695 0 0 738 0 0 2433 820 0 2.844240E-02
 2.206667E+02 1931 10 480 470 48 178 71 53 11 0 0 63 879 497 94 1660 0 0 749 0 0 2409 843 0 2.846732E-02
 2.210000E+02 1910 12 478 466 68 176 57 50 10 0 0 63 875 513 89 1635 0 0 763 0 0 2398 852 0 2.850941E-02
 2.213333E+02 1887 16 478 462 63 164 67 54 7 0 0 57 873 520 92 1633 0 0 755 0 0 2388 847 0 2.853024E-02
 2.216667E+02 1862 16 476 460 61 168 57 53 3 0 0 66 871 512 109 1619 0 0 760 0 0 2379 869 0 2.856593E-02
 2.220000E+02 1844 8 480 472 65 174 70 54 6 0 0 66 871 515 111 1599 0 0 775 0 0 2374 886 0 2.860706E-02
 2.223333E+02 1826 19 481 462 60 168 74 56 10 0 0 63 855 514 107 1587 0 0 792 0 0 2379 899 0 2.863317E-02
 2.226667E+02 1801 13 485 472 69 163 72 58 7 0 0 67 853 510 118 1568 0 0 804 0 0 2372 922 0 2.867625E-02
 2.230000E+02 1780 13 487 474 55 162 73 61 4 0 0 66 855 511 124 1565 0 0 800 0 0 2365 924 0 2.871127E-02
 2.233333E+02 1762 14 484 470 62 166 51 70 10 0 0 61 860 511 133 1537 0 0 819 0 0 2356 952 0 2.874548E-02
 2.236667E+02 1738 14 485 471 66 163 61 71 6 1 0 59 869 514 132 1548 0 0 806 0 0 2354 938 0 2.876834E-02
 2.240000E+02 1719 14 488 474 54 164 62 68 7 2 0 62 869 544 130 1502 0 0 824 0 0 2326 954 0 2.881624E-02
 2.243333E+02 1704 27 491 464 66 157 73 65 6 2 0 63 855 534 135 1516 0 0 815 0 0 2331 950 0 2.886692E-02
 2.246667E+02 1688 19 493 474 53 159 61 58 8 4 0 63 854 539 127 1527 0 0 807 0 0 2334 934 0 2.889859E-02
 2.250000E+02 1671 15 494 479 59 155 68 55 7 3 0 64 846 537 133 1529 0 0 801 0 0 2330 934 0 2.894325E-02
 2.253333E+02 1645 23 496 473 57 157 66 54 8 1 0 63 843 541 129 1512 0 0 818 0 0 2330 947 0 2.898299E-02
 2.256667E+02 1627 12 490 478 67 152 67 55 10 2 0 68 841 549 136 1517 0 0 798 0 0 2315 934 0 2.902672E-02
 2.260000E+02 1602 5 486 481 58 146 70 50 7 1 0 68 836 547 132 1539 0 0 782 0 0 2321 914 0 2.906628E-02
 2.263333E+02 1585 12 485 473 49 142 71 50 8 1 0 65 834 553 130 1544 0 0 773 0 0 2317 903 0 2.911256E-02
 2.266667E+02 1563 17 488 471 58 144 71 54 8 1 0 65 840 560 133 1540 0 0 767 0 0 2307 900 0 2.915682E-02
 2.270000E+02 1549 22 487 465 55 144 65 55 8 1 0 60 843 572 139 1539 0 0 750 0 0 2289 889 0 2.920350E-02
 2.273333E+02 1528 14 488 474 56 140 66 57 11 0 0 67 850 584 137 1523 0 0 756 0 0 2279 893 0 2.925444E-02
 2.276667E+02 1517 26 488 462 49 140 56 54 5 0 0 63 837 603 134 1499 0 0 764 0 0 2263 898 0 2.930521E-02
 2.280000E+02 1503 21 487 466 57 137 59 54 8 0 0 58 828 584 143 1520 0 0 753 0 0 2273 896 0 2.935332E-02
 2.283333E+02 1476 9 487 478 56 127 83 52 9 0 0 68 819 585 141 1514 0 0 760 0 0 2274 901 0 2.940973E-02
 2.286667E+02 1456 15 491 476 47 120 72 56 7 0 0 65 808 583 140 1526 0 0 751 0 0 2277 891 0 2.944088E-02
 2.290000E+02 1444 16 492 476 44 128 68 58 7 0 0 66 818 589 144 1505 0 0 762 0 0 2267 906 0 2.949756E-02
 2.293333E+02 1431 14 498 484 53 127 71 55 9 0 0 73 805 607 149 1492 0 0 752 0 0 2244 901 0 2.954917E-02
 2.296667E+02 1410 11 498 487 56 135 73 54 9 1 0 71 794 613 152 1471 0 0 764 0 0 2235 916 0 2.960472E-02
 2.300000E+02 1397 15 495 480 55 127 61 52 8 0 0 66 784 620 151 1464 0 0 765 0 0 2229 916 0 2.965182E-02
 2.303333E+02 1383 14 494 480 48 127 69 56 6 0 0 68 773 641 136 1464 0 0 759 0 0 2223 895 0 2.971244E-02
 2.306667E+02 1370 14 496 482 56 133 73 58 6 0 0 70 762 639 146 1462 0 0 753 0 0 2215 899 0 2.976840E-02
 2.310000E+02 1355 16 498 482 62 132 74 55 10 0 0 69 750 650 155 1440 0 0 755 0 0 2195 910 0 2.982630E-02
 2.313333E+02 1342 13 495 482 52 127 72 55 8 0 0 70 750 658 167 1431 0 0 744 0 0 2175 911 0 2.988053E-02
 2.316667E+02 1326 10 494 484 41 122 74 57 10 0 0 69 757 661 173 1417 0 0 749 0 0 2166 922 0 2.994039E-02
 2.320000E+02 1313 14 498 484 45 117 67 58 7 0 0 75 752 678 177 1396 0 0 749 0 0 2145 926 0 3.000371E-02
 2.323333E+02 1298 14 500 486 46 115 72 57 5 0 0 69 742 686 180 1385 0 0 749 0 0 2134 929 0 3.004910E-02
 2.326667E+02 1286 8 500 492 51 118 64 54 7 0 0 69 738 710 182 1366 0 0 742 0 0 2108 924 0 3.010842E-02
 2.330000E+02 1271 21 500 479 57 114 59 55 9 1 0 67 729 705 183 1378 0 0 734 0 0 2112 917 0 3.017262E-02
 2.333333E+02 1257 16 497 481 47 118 76 51 6 1 0 67 723 706 186 1381 0 0 727 0 0 2108 913 0 3.022740E-02
 2.336667E+02 1244 12 499 487 48 115 74 56 8 1 0 69 711 711 179 1368 0 0 742 0 0 2110 921 0 3.027900E-02
 2.340000E+02 1229 13 501 488 48 111 69 55 5 2 0 73 698 713 189 1364 0 0 734 0 0 2098 923 0 3.033313E-02
 2.343333E+02 1212 16 503 487 37 111 69 54 3 1 0 70 700 713 189 1369 0 0 729 0 0 2098 918 0 3.038882E-02
 2.346667E+02 1196 16 501 485 49 113 77 51 6 1 0 72 682 724 191 1355 0 0 730 0 0 2085 921 0 3.044349E-02
 2.350000E+02 1183 17 506 489 53 113 77 53 4 1 0 66 680 740 187 1343 0 0 730 0 0 2073 917 0 3.050919E-02
 2.353333E+02 1171 17 506 489 47 110 63 51 7 1 0 69 667 761 182 1319 0 0 738 0 0 2057 920 0 3.057660E-02
 2.356667E+02 1160 21 505 484 51 109 74 51 7 0 0 64 674 765 189 1317 0 0 729 0 0 2046 918 0 3.062922E-02
 2.360000E+02 1150 16 504 488 53 114 69 52 8 0 0 71 673 779 191 1319 0 0 711 0 0 2030 902 0 3.069431E-02
 2.363333E+02 1133 17 503 486 56 108 62 52 4 0 0 67 670 790 192 1296 0 0 722 0 0 2018 914 0 3.075033E-02
 2.366667E+02 1120 12 502 490 48 112 67 60 2 0 0 69 652 804 183 1290 0 0 723 0 0 2013 906 0 3.081013E-02
 2.370000E+02 1109 20 502 482 43 106 65 58 4 0 0 71 655 813 188 1281 0 0 718 0 0 1999 906 0 3.085780E-02
 2.373333E+02 1102 17 505 488 56 107 65 56 7 2 0 76 653 819 201 1284 0 0 696 0 0 1980 897 0 3.091771E-02
 2.376667E+02 1091 17 501 484 50 107 71 63 5 2 0 70 644 826 201 1277 0 0 696 0 0 1973 897 0 3.097597E-02
 2.380000E+02 1084 10 500 490 56 104 62 60 4 0 0 72 644 835 209 1280 0 0 676 0 0 1956 885 0 3.103372E-02
 2.383333E+02 1073 9 505 496 44 103 61 55 1 0 0 76 645 831 222 1252 0 0 695 0 0 1947 917 0 3.109959E-02
 2.386667E+02 1064 11 507 496 44 101 70 55 5 0 0 69 634 841 228 1252 0 0 679 0 0 1931 907 0 3.115841E-02
 2.390000E+02 1055 14 504 490 43 98 65 59 4 0 0 68 640 841 235 1228 0 0 696 0 0 1924 931 0 3.120818E-02
 2.393333E+02 1045 21 503 482 36 100 67 57 9 0 0 69 640 850 231 1226 0 0 693 0 0 1919 924 0 3.126537E-02
 2.396667E+02 1038 13 505 492 51 100 70 60 7 0 0 73 643 857 238 1223 0 0 682 0 0 1905 920 0 3.131982E-02
 2.400000E+02 1032 16 508 492 48 98 72 57 6 0 0 74 647 883 236 1204 0 0 677 0 0 1881 913 0 3.137714E-02
 2.403333E+02 1022 16 512 496 43 96 65 54 3 0 0 72 644 901 234 1187 0 0 678 0 0 1865 912 0 3.143471E-02
 2.406667E+02 1012 20 514 494 47 99 62 57 6 0 0 70 637 920 232 1170 0 0 678 0 0 1848 910 0 3.149427E-02
 2.410000E+02 1002 16 516 500 50 100 69 56 5 0 0 75 628 905 241 1190 0 0 664 0 0 1854 905 0 3.155341E-02
 2.413333E+02 995 15 511 496 47 98 64 60 3 0 0 71 625 903 258 1166 0 0 673 0 0 1839 931 0 3.161659E-02
 2.416667E+02 990 18 514 496 53 94 65 59 3 0 0 72 625 910 249 1163 0 0 678 0 0 1841 927 0 3.168687E-02
 2.420000E+02 977 17 517 500 52 95 65 55 2 0 0 77 634 927 251 1159 0 0 663 0 0 1822 914 0 3.174217E-02
 2.423333E+02 964 16 516 500 42 94 67 57 3 0 0 77 623 948 259 1115 0 0 678 0 0 1793 937 0 3.180605E-02
 2.426667E+02 949 7 518 511 44 93 67 62 4 1 0 77 617 959 260 1118 0 0 663 0 0 1781 923 0 3.186424E-02
 2.430000E+02 938 18 519 501 47 93 66 60 5 1 0 71 604 963 263 1106 0 0 668 0 0 1774 931 0 3.192115E-02
 2.433333E+02 924 19 522 503 47 89 67 54 8 1 0 74 613 976 266 1107 0 0 651 0 0 1758 917 0 3.197992E-02
 2.436667E+02 920 14 518 504 38 91 61 55 7 0 0 74 604 985 260 1103 0 0 652 0 0 1755 912 0 3.203947E-02
 2.440000E+02 908 17 517 500 45 89 66 58 4 0 0 78 591 1001 261 1086 0 0 652 0 0 1738 913 0 3.209565E-02
 2.443333E+02 896 21 515 494 39 89 75 58 4 0 0 70 592 1006 261 1075 0 0 658 0 0 1733 919 0 3.215725E-02
 2.446667E+02 889 22 517 495 50 86 72 62 3 1 0 70 591 1006 274 1070 0 0 650 0 0 1720 924 0 3.222343E-02
 2.450000E+02 880 19 518 499 38 85 64 61 3 1 0 75 598 1014 281 1052 0 0 653 0 0 1705 934 0 3.228869E-02
 2.453333E+02 865 15 522 507 44 85 75 62 6 1 0 71 590 1014 293 1049 0 0 644 0 0 1693 937 0 3.234948E-02
 2.456667E+02 859 19 522 503 41 85 70 59 5 1 0 68 594 1017 305 1036 0 0 642 0 0 1678 947 0 3.240963E-02
 2.460000E+02 849 17 527 510 45 85 63 55 4 0 0 75 594 1028 300 1032 0 0 640 0 0 1672 940 0 3.246514E-02
 2.463333E+02 839 17 533 516 47 88 69 59 2 0 0 78 600 1032 300 1032 0 0 636 0 0 1668 936 0 3.251939E-02
 2.466667E+02 832 14 540 526 44 90 59 60 2 0 0 80 592 1033 318 1019 0 0 630 0 0 1649 948 0 3.257651E-02
 2.470000E+02 824 18 540 522 49 85 71 56 5 2 0 79 587 1042 321 1023 0 0 614 0 0 1637 935 0 3.263332E-02
 2.473333E+02 819 10 538 528 55 87 64 55 6 2 0 83 584 1028 333 1038 0 0 601 0 0 1639 934 0 3.269825E-02
 2.476667E+02 813 16 539 523 39 88 70 52 7 1 0 84 583 1037 340 1031 0 0 592 0 0 1623 932 0 3.275784E-02
 2.480000E+02 808 22 537 515 50 87 66 52 4 1 0 78 582 1035 360 1027 0 0 578 0 0 1605 938 0 3.282376E-02
 2.483333E+02 802 22 536 514 50 82 68 53 5 0 0 79 578 1046 358 1013 0 0 583 0 0 1596 941 0 3.288916E-02
 2.486667E+02 788 16 541 525 44 83 72 51 3 1 0 85 579 1047 368 1004 0 0 581 0 0 1585 949 0 3.295728E-02
