# time 'cAMP_on' 'free_Ca2+' 'all_Ca2+' 'bound_Ca2+!_' 'PKAa!_' 'PKAa?' 'PKA()' 'CDK5!_' 'CK1p~?' 'PP2Ap~?' 'PP2Aca_!' 'PP2C!_' 'PP2Ba~?' 'PDEp~?' 'DARPP_unphosph~?' 'Thr75~?' 'Thr34~?' 'Ser137~?' 'Thr75:Ser137~?' 'Thr34:Thr75~?' 'Thr34:Ser137~?' 'Thr34:Thr75:Ser137~?' 'D34*~?' 'D75*~?' 'D137*~?' 'r'
 1.860000E+02 0 16 472 456 0 0 0 66 47 0 0 24 53 0 1572 819 0 386 223 0 0 0 0 1042 609 4.826266E-02
 1.863333E+02 0 23 475 452 0 0 0 60 45 0 0 30 55 0 1571 828 0 383 218 0 0 0 0 1046 601 4.826158E-02
 1.866667E+02 0 28 476 448 0 0 0 69 45 0 0 25 52 0 1577 818 0 388 217 0 0 0 0 1035 605 4.825611E-02
 1.870000E+02 0 15 479 464 0 0 0 66 50 0 0 34 59 0 1583 808 0 392 217 0 0 0 0 1025 609 4.826324E-02
 1.873333E+02 0 20 482 462 0 0 0 60 46 0 0 35 53 0 1565 822 0 398 215 0 0 0 0 1037 613 4.826782E-02
 1.876667E+02 0 18 478 460 0 0 0 71 46 0 0 23 53 0 1567 801 0 416 216 0 0 0 0 1017 632 4.825000E-02
 1.880000E+02 0 24 479 455 0 0 0 63 47 0 1 22 56 0 1558 807 0 424 211 0 0 0 0 1018 635 4.824510E-02
 1.883333E+02 0 18 475 457 0 0 0 73 48 0 1 22 48 0 1545 810 0 428 217 0 0 0 0 1027 645 4.825256E-02
 1.886667E+02 0 16 476 460 0 0 0 58 40 0 0 27 52 0 1542 821 0 426 211 0 0 0 0 1032 637 4.826041E-02
 1.890000E+02 0 17 477 460 0 0 0 64 41 0 0 25 56 0 1540 811 0 439 210 0 0 0 0 1021 649 4.826110E-02
 1.893333E+02 0 20 480 460 0 0 0 72 44 0 0 21 54 0 1531 818 0 442 209 0 0 0 0 1027 651 4.825745E-02
 1.896667E+02 0 16 479 463 0 0 0 72 50 0 1 25 52 0 1527 809 0 452 212 0 0 0 0 1021 664 4.824674E-02
 1.900000E+02 0 17 481 464 0 0 0 78 50 0 2 26 53 0 1526 808 0 446 220 0 0 0 0 1028 666 4.824418E-02
 1.903333E+02 0 20 482 462 0 0 0 64 48 2 2 25 50 0 1515 817 0 448 220 0 0 0 0 1037 668 4.823341E-02
 1.906667E+02 0 13 480 467 0 0 0 57 43 1 1 29 54 0 1524 812 0 448 216 0 0 0 0 1028 664 4.823518E-02
 1.910000E+02 0 18 479 461 0 0 0 62 49 0 1 34 58 0 1514 813 0 451 222 0 0 0 0 1035 673 4.822853E-02
 1.913333E+02 0 23 478 455 0 0 0 70 47 3 3 25 50 0 1530 789 0 448 233 0 0 0 0 1022 681 4.822935E-02
 1.916667E+02 0 11 476 465 0 0 0 57 49 1 1 28 57 0 1532 794 0 437 237 0 0 0 0 1031 674 4.823407E-02
 1.920000E+02 0 18 477 459 0 0 0 74 44 1 1 26 59 0 1525 803 0 436 236 0 0 0 0 1039 672 4.821414E-02
 1.923333E+02 0 19 477 458 0 0 0 69 47 1 2 30 59 0 1515 810 0 449 226 0 0 0 0 1036 675 4.820580E-02
 1.926667E+02 0 14 475 461 0 0 0 61 49 1 3 32 55 0 1500 819 0 460 221 0 0 0 0 1040 681 4.819187E-02
 1.930000E+02 0 15 473 458 0 0 0 65 45 0 2 28 54 0 1509 807 0 458 226 0 0 0 0 1033 684 4.819681E-02
 1.933333E+02 0 20 473 453 0 0 0 67 45 0 1 29 56 0 1509 804 0 457 230 0 0 0 0 1034 687 4.818432E-02
 1.936667E+02 0 15 471 456 0 0 0 78 46 0 0 34 54 0 1511 800 0 455 234 0 0 0 0 1034 689 4.817727E-02
 1.940000E+02 0 27 475 448 0 0 0 65 49 0 0 23 48 0 1504 805 0 466 225 0 0 0 0 1030 691 4.815282E-02
 1.943333E+02 0 15 478 463 0 0 0 60 49 0 1 29 51 0 1509 803 0 458 230 0 0 0 0 1033 688 4.814768E-02
 1.946667E+02 0 18 477 459 0 0 0 70 53 0 1 28 54 0 1500 809 0 457 234 0 0 0 0 1043 691 4.815818E-02
 1.950000E+02 0 11 476 465 0 0 0 56 48 1 1 25 58 0 1496 814 0 456 234 0 0 0 0 1048 690 4.815832E-02
 1.953333E+02 0 9 479 470 0 0 0 59 50 1 0 27 60 0 1518 804 0 449 229 0 0 0 0 1033 678 4.813553E-02
 1.956667E+02 0 19 481 462 0 0 0 74 50 0 0 22 52 0 1512 814 0 439 235 0 0 0 0 1049 674 4.813007E-02
 1.960000E+02 0 14 478 464 0 0 0 71 44 0 0 21 54 0 1515 807 0 441 237 0 0 0 0 1044 678 4.812978E-02
 1.963333E+02 0 18 478 460 0 0 0 63 46 0 0 33 56 0 1513 802 0 435 250 0 0 0 0 1052 685 4.813590E-02
 1.966667E+02 0 14 476 462 0 0 0 60 47 0 0 28 55 0 1512 822 0 413 253 0 0 0 0 1075 666 4.813483E-02
 1.970000E+02 0 22 476 454 0 0 0 66 49 0 0 25 48 0 1508 832 0 425 235 0 0 0 0 1067 660 4.812299E-02
 1.973333E+02 0 9 477 468 0 0 0 77 52 0 0 39 62 0 1504 832 0 428 236 0 0 0 0 1068 664 4.811319E-02
 1.976667E+02 0 17 481 464 0 0 0 80 53 0 0 31 59 0 1521 821 0 423 235 0 0 0 0 1056 658 4.810744E-02
 1.980000E+02 0 23 479 456 0 0 0 61 51 0 0 29 49 0 1519 829 0 415 237 0 0 0 0 1066 652 4.810634E-02
 1.983333E+02 0 16 478 462 0 0 0 56 54 0 0 31 52 0 1557 802 0 406 235 0 0 0 0 1037 641 4.810709E-02
 1.986667E+02 0 11 477 466 0 0 0 69 53 0 0 31 66 0 1554 797 0 414 235 0 0 0 0 1032 649 4.810694E-02
 1.990000E+02 0 15 478 463 0 0 0 58 50 0 1 24 53 0 1549 812 0 407 232 0 0 0 0 1044 639 4.808747E-02
 1.993333E+02 0 13 477 464 0 0 0 68 41 1 0 30 48 0 1548 813 0 416 223 0 0 0 0 1036 639 4.808756E-02
 1.996667E+02 0 24 477 453 0 0 0 63 49 0 1 25 53 0 1531 828 0 423 218 0 0 0 0 1046 641 4.808557E-02
 2.000000E+02 0 25 474 449 0 0 0 64 56 0 1 32 47 0 1554 814 0 408 224 0 0 0 0 1038 632 4.809401E-02
 2.003333E+02 590 723 1537 814 0 0 0 54 46 8 14 33 200 0 1557 809 0 409 225 0 0 0 0 1034 634 4.846683E-02
 2.006667E+02 584 593 1410 817 0 0 0 75 32 9 19 25 199 0 1588 773 0 417 222 0 0 0 0 995 639 4.868630E-02
 2.010000E+02 581 477 1290 813 0 0 0 69 26 10 13 31 200 0 1600 747 0 434 219 0 0 0 0 966 653 4.887752E-02
 2.013333E+02 576 394 1204 810 0 0 0 56 20 8 14 27 198 0 1616 721 0 441 222 0 0 0 0 943 663 4.908445E-02
 2.016667E+02 571 328 1140 812 0 0 0 61 29 8 14 30 199 0 1606 721 0 459 214 0 0 0 0 935 673 4.918645E-02
 2.020000E+02 568 274 1080 806 0 0 0 70 23 6 10 30 198 0 1628 712 0 453 207 0 0 0 0 919 660 4.924372E-02
 2.023333E+02 560 220 1028 808 0 0 0 61 16 5 12 26 198 0 1613 712 0 469 206 0 0 0 0 918 675 4.932555E-02
 2.026667E+02 560 192 991 799 0 0 0 67 22 6 9 24 195 0 1605 711 0 476 208 0 0 0 0 919 684 4.935455E-02
 2.030000E+02 557 167 962 795 0 0 0 74 25 6 7 30 194 0 1614 688 0 495 203 0 0 0 0 891 698 4.939864E-02
 2.033333E+02 554 138 934 796 0 0 0 62 22 4 6 21 195 0 1613 679 0 506 202 0 0 0 0 881 708 4.949018E-02
 2.036667E+02 550 129 919 790 0 0 0 61 18 4 4 30 193 0 1602 671 0 517 210 0 0 0 0 881 727 4.953520E-02
 2.040000E+02 545 126 897 771 0 0 0 66 20 0 3 34 184 0 1581 684 0 527 208 0 0 0 0 892 735 4.959983E-02
 2.043333E+02 539 107 881 774 0 0 0 71 23 2 2 31 186 0 1568 683 0 528 221 0 0 0 0 904 749 4.968367E-02
 2.046667E+02 535 95 865 770 0 0 0 65 18 1 4 32 183 0 1552 697 0 538 213 0 0 0 0 910 751 4.972172E-02
 2.050000E+02 531 85 849 764 0 0 0 65 16 4 4 36 180 0 1557 685 0 539 219 0 0 0 0 904 758 4.974939E-02
 2.053333E+02 527 82 840 758 0 0 0 63 24 3 4 26 177 0 1551 684 0 539 226 0 0 0 0 910 765 4.975686E-02
 2.056667E+02 526 72 830 758 0 0 0 69 29 4 6 26 178 0 1576 643 0 546 235 0 0 0 0 878 781 4.981493E-02
 2.060000E+02 516 69 817 748 0 0 0 54 31 4 4 33 172 0 1581 625 0 549 245 0 0 0 0 870 794 4.982760E-02
 2.063333E+02 510 60 798 738 0 0 0 60 37 3 4 40 167 0 1586 615 0 560 239 0 0 0 0 854 799 4.987913E-02
 2.066667E+02 509 65 797 732 0 0 0 64 37 1 2 27 166 0 1594 611 0 551 244 0 0 0 0 855 795 4.994497E-02
 2.070000E+02 506 54 792 738 0 0 0 61 33 1 2 31 168 0 1573 621 0 552 254 0 0 0 0 875 806 5.001120E-02
 2.073333E+02 501 60 783 723 0 0 0 76 28 1 1 34 161 0 1565 629 0 547 259 0 0 0 0 888 806 5.003553E-02
 2.076667E+02 499 60 774 714 1 2 2 66 25 1 2 33 156 1 1550 631 0 565 254 0 0 0 0 885 819 5.005982E-02
 2.080000E+02 496 45 770 725 2 2 2 65 22 1 1 33 162 1 1536 649 0 556 259 0 0 0 0 908 815 5.009433E-02
 2.083333E+02 487 48 759 711 1 2 2 64 22 0 1 26 155 2 1518 665 0 554 262 1 0 0 1 928 816 5.019905E-02
 2.086667E+02 483 49 753 704 1 2 2 70 22 0 0 25 155 3 1498 665 0 569 266 2 0 0 2 933 835 5.023266E-02
 2.090000E+02 480 51 743 692 2 2 2 60 30 0 0 30 148 4 1489 677 0 570 261 3 0 0 3 941 831 5.031898E-02
 2.093333E+02 477 54 733 679 2 2 2 64 28 0 1 32 140 4 1465 692 2 573 264 2 0 2 6 960 839 5.039778E-02
 2.096667E+02 474 43 729 686 2 2 2 61 31 2 2 41 143 4 1453 694 3 582 265 1 0 2 6 962 849 5.043321E-02
 2.100000E+02 469 38 723 685 2 2 2 63 29 2 3 36 144 4 1463 683 3 581 266 1 0 3 7 953 850 5.051548E-02
 2.103333E+02 465 40 712 672 1 2 2 75 30 1 2 27 138 5 1475 668 3 580 270 1 0 3 7 942 853 5.058462E-02
 2.106667E+02 460 39 706 667 2 2 2 67 40 0 1 37 134 5 1458 681 3 580 274 2 0 2 7 959 856 5.064498E-02
 2.110000E+02 458 32 702 670 2 2 2 59 34 0 0 25 138 6 1462 673 3 586 271 2 0 3 8 949 860 5.074786E-02
 2.113333E+02 457 32 701 669 1 2 2 63 35 0 1 31 134 6 1444 681 2 591 277 2 0 3 7 963 871 5.082320E-02
 2.116667E+02 454 42 699 657 1 2 2 62 35 0 1 32 132 6 1433 692 2 593 275 2 1 2 7 971 871 5.086169E-02
 2.120000E+02 451 50 695 645 1 2 2 60 31 1 1 37 128 7 1433 693 2 585 282 2 1 2 7 979 870 5.094528E-02
 2.123333E+02 446 43 690 647 0 2 2 65 33 1 1 29 128 7 1452 683 1 572 287 3 2 0 6 973 861 5.102908E-02
 2.126667E+02 441 39 684 645 1 2 2 64 32 0 1 24 123 7 1455 668 3 566 303 3 2 0 8 974 871 5.110065E-02
 2.130000E+02 435 46 684 638 2 2 2 70 27 0 0 32 125 7 1434 673 3 579 306 3 2 0 8 982 887 5.117462E-02
 2.133333E+02 432 26 681 655 2 2 2 70 33 0 1 34 130 6 1438 680 4 568 304 3 1 2 10 989 875 5.124046E-02
 2.136667E+02 430 43 674 631 2 2 2 66 36 0 1 33 117 6 1433 690 4 573 294 3 1 2 10 989 870 5.131871E-02
 2.140000E+02 428 35 675 640 2 2 2 60 42 1 2 30 122 6 1431 690 4 570 298 5 1 1 11 994 870 5.139584E-02
 2.143333E+02 425 33 670 637 2 2 2 62 41 2 3 29 124 6 1449 685 5 558 296 5 1 1 12 987 856 5.145792E-02
 2.146667E+02 421 28 666 638 2 2 2 61 35 3 4 32 122 6 1454 692 6 532 309 4 1 2 13 1007 844 5.152688E-02
 2.150000E+02 417 40 669 629 2 2 2 61 34 2 1 36 118 6 1456 681 6 534 316 4 1 2 13 1003 853 5.161080E-02
 2.153333E+02 417 25 668 643 2 2 2 68 29 1 3 31 125 7 1440 689 7 552 304 4 1 3 15 1000 860 5.167648E-02
 2.156667E+02 414 34 666 632 2 2 2 64 29 1 2 33 119 8 1440 693 7 551 300 5 1 3 16 1001 855 5.176325E-02
 2.160000E+02 410 40 662 622 1 2 2 61 29 1 0 31 117 8 1460 683 7 540 301 5 2 2 16 991 845 5.184712E-02
 2.163333E+02 408 48 658 610 2 2 2 58 36 0 0 31 112 8 1461 675 6 548 301 4 3 2 15 982 854 5.193283E-02
 2.166667E+02 404 22 656 634 1 2 2 73 31 0 0 30 119 9 1466 676 6 547 295 3 3 4 16 978 849 5.200068E-02
 2.170000E+02 400 32 653 621 1 2 2 65 38 1 1 34 114 9 1466 671 6 547 300 3 3 4 16 978 854 5.205213E-02
 2.173333E+02 398 38 653 615 0 2 2 82 37 0 1 34 115 10 1465 671 7 561 286 3 3 4 17 964 854 5.215040E-02
 2.176667E+02 394 29 651 622 1 2 2 71 38 0 2 40 115 10 1449 684 8 558 291 3 4 3 18 981 856 5.224203E-02
 2.180000E+02 392 29 649 620 1 2 2 72 41 1 0 39 116 10 1426 706 10 553 295 3 4 3 20 1007 855 5.235495E-02
 2.183333E+02 391 29 641 612 2 2 2 53 41 0 0 25 113 10 1435 711 9 538 296 4 4 3 20 1014 841 5.242859E-02
 2.186667E+02 389 31 636 605 1 2 2 65 34 0 1 37 108 10 1430 716 8 540 295 3 4 4 19 1018 843 5.250370E-02
 2.190000E+02 386 24 630 606 1 2 2 74 32 0 2 35 106 11 1413 726 8 544 298 3 4 4 19 1031 850 5.257420E-02
 2.193333E+02 386 22 625 603 2 2 2 58 32 1 3 34 106 11 1413 735 10 540 291 3 4 4 21 1033 839 5.266960E-02
 2.196667E+02 383 32 625 593 1 2 2 60 31 2 3 29 105 10 1395 736 11 546 301 4 4 3 22 1044 854 5.276881E-02
 2.200000E+02 381 33 621 588 2 2 2 67 37 3 2 27 100 10 1386 731 14 552 307 2 5 3 24 1043 867 5.287926E-02
 2.203333E+02 973 796 1610 814 2 2 2 72 26 7 14 34 200 8 1395 727 10 553 302 3 6 4 23 1036 865 5.282610E-02
 2.206667E+02 967 660 1482 822 2 2 2 56 21 9 22 36 200 8 1421 697 8 558 302 5 7 2 22 1006 869 5.278850E-02
 2.210000E+02 965 528 1357 829 2 2 2 65 21 12 29 39 200 8 1430 688 10 571 287 4 8 2 24 981 868 5.275608E-02
 2.213333E+02 950 440 1259 819 3 4 4 70 21 9 21 31 199 8 1452 652 10 587 283 6 9 1 26 942 880 5.266472E-02
 2.216667E+02 944 372 1187 815 2 6 6 68 24 9 21 28 197 10 1473 623 11 593 284 6 9 1 27 914 887 5.259135E-02
 2.220000E+02 940 307 1121 814 6 8 8 66 28 9 16 37 199 12 1490 614 7 587 286 6 9 1 23 907 883 5.251833E-02
 2.223333E+02 934 240 1050 810 4 8 8 64 25 1 12 28 199 16 1471 626 10 601 275 6 10 1 27 908 887 5.242810E-02
 2.226667E+02 928 213 1016 803 7 8 8 63 26 4 9 29 197 17 1469 622 10 608 273 7 10 1 28 903 892 5.232939E-02
 2.230000E+02 918 180 976 796 6 8 8 62 23 4 8 39 194 20 1469 620 6 618 268 9 9 1 25 898 896 5.221856E-02
 2.233333E+02 909 147 943 796 6 8 8 63 25 2 8 27 194 22 1465 624 6 617 268 8 10 2 26 902 897 5.212037E-02
 2.236667E+02 902 128 916 788 7 8 8 56 30 4 6 33 191 22 1457 626 7 617 270 9 10 4 30 909 901 5.201640E-02
 2.240000E+02 896 118 895 777 9 10 10 66 29 4 5 30 187 28 1441 624 3 640 267 11 10 4 28 906 921 5.191092E-02
 2.243333E+02 890 93 870 777 5 12 12 52 23 6 7 21 185 30 1425 643 6 635 263 12 11 5 34 923 914 5.181233E-02
 2.246667E+02 880 80 859 779 9 12 12 73 19 4 5 41 187 33 1414 632 8 663 251 13 11 8 40 904 933 5.171440E-02
 2.250000E+02 868 75 846 771 9 12 12 64 16 2 3 23 184 30 1413 626 12 650 265 14 12 8 46 913 935 5.159627E-02
 2.253333E+02 860 69 831 762 5 11 11 55 30 2 2 32 180 33 1391 634 16 657 267 13 10 12 51 926 946 5.150119E-02
 2.256667E+02 854 66 821 755 10 12 12 69 21 2 3 41 176 32 1383 637 15 658 267 15 13 12 55 931 950 5.140279E-02
 2.260000E+02 847 67 817 750 10 12 12 67 25 1 0 35 176 36 1383 627 16 656 270 22 17 9 64 928 952 5.131148E-02
 2.263333E+02 835 55 804 749 7 12 12 69 29 1 1 35 176 38 1390 627 19 649 267 22 16 10 67 926 942 5.124409E-02
 2.266667E+02 827 62 789 727 8 11 11 75 23 4 3 33 162 41 1390 625 19 641 274 23 18 10 70 932 943 5.116465E-02
 2.270000E+02 822 58 782 724 8 12 12 58 28 4 4 32 160 45 1402 622 17 634 271 25 18 11 71 929 934 5.111922E-02
 2.273333E+02 815 50 775 725 9 12 12 51 30 2 1 36 163 44 1417 617 19 625 270 24 18 10 71 921 923 5.107626E-02
 2.276667E+02 813 49 768 719 7 12 12 65 35 0 1 36 160 49 1428 612 16 631 259 25 18 11 70 907 919 5.102933E-02
 2.280000E+02 803 45 760 715 9 16 16 69 29 0 1 29 159 51 1418 610 21 620 273 28 18 12 79 923 923 5.098578E-02
 2.283333E+02 797 49 752 703 9 16 16 65 32 0 1 33 153 53 1410 603 22 621 280 29 22 13 86 925 936 5.093358E-02
 2.286667E+02 790 54 744 690 11 16 16 63 30 1 0 31 147 55 1401 619 26 610 279 30 23 12 91 940 924 5.088545E-02
 2.290000E+02 781 48 740 692 9 18 18 56 25 0 0 38 148 62 1391 627 22 613 277 32 24 14 92 950 928 5.082144E-02
 2.293333E+02 772 49 735 686 11 18 18 66 26 0 0 32 145 64 1375 639 22 618 272 32 26 16 96 959 932 5.078564E-02
 2.296667E+02 767 44 724 680 13 20 20 62 21 1 0 33 141 67 1361 646 28 613 275 32 28 17 105 970 933 5.077431E-02
 2.300000E+02 762 52 719 667 11 20 20 69 23 0 3 35 135 70 1351 652 31 601 280 38 30 17 116 987 928 5.074408E-02
 2.303333E+02 755 55 713 658 15 20 20 65 25 1 2 40 129 75 1346 637 37 605 286 41 31 17 126 981 939 5.071051E-02
 2.306667E+02 751 32 707 675 13 20 20 63 22 2 3 28 137 79 1350 627 41 608 281 45 31 17 134 970 937 5.067169E-02
 2.310000E+02 744 40 699 659 18 24 24 64 29 2 3 34 131 83 1358 610 47 611 284 39 30 21 137 954 946 5.066037E-02
 2.313333E+02 741 35 689 654 18 24 24 68 29 2 2 37 126 83 1356 603 50 596 294 46 37 18 151 961 945 5.065389E-02
 2.316667E+02 735 42 693 651 15 24 24 66 27 1 1 39 130 81 1357 597 51 588 304 46 39 18 154 965 949 5.063812E-02
 2.320000E+02 728 24 689 665 16 24 24 69 30 0 1 37 132 81 1350 613 53 588 287 45 44 20 162 965 939 5.060888E-02
 2.323333E+02 723 43 685 642 17 24 24 67 38 2 2 34 124 87 1329 636 61 593 269 46 45 21 173 972 928 5.061363E-02
 2.326667E+02 718 25 681 656 13 24 24 66 39 1 2 29 130 92 1318 642 65 583 272 47 48 25 185 986 928 5.060333E-02
 2.330000E+02 716 31 680 649 17 24 24 65 39 3 1 35 129 95 1320 638 67 576 274 48 52 25 192 985 927 5.060200E-02
 2.333333E+02 712 26 676 650 22 26 26 70 37 1 0 28 127 96 1319 635 66 572 276 54 50 28 198 993 926 5.059519E-02
 2.336667E+02 704 34 675 641 21 26 26 67 30 1 1 35 125 97 1309 636 69 584 264 57 53 28 207 985 929 5.060238E-02
 2.340000E+02 696 26 669 643 22 26 26 66 42 1 1 34 126 103 1311 623 72 600 256 54 51 33 210 966 940 5.059181E-02
 2.343333E+02 692 40 663 623 14 26 26 69 47 1 1 29 114 106 1300 625 68 590 263 68 54 32 222 988 939 5.060495E-02
 2.346667E+02 687 39 661 622 15 25 25 55 41 0 0 35 117 104 1289 659 77 579 248 64 52 32 225 1003 911 5.062832E-02
 2.350000E+02 680 34 663 629 18 26 26 69 37 0 3 24 117 104 1305 644 77 558 265 68 51 32 228 1009 906 5.064704E-02
 2.353333E+02 672 30 664 634 17 26 26 56 34 2 2 35 117 107 1325 631 71 544 271 67 58 33 229 1002 906 5.064287E-02
 2.356667E+02 666 30 655 625 17 26 26 62 36 2 3 35 119 106 1314 629 76 557 264 70 57 33 236 996 911 5.068046E-02
 2.360000E+02 661 26 652 626 19 26 26 66 32 3 2 32 118 109 1318 625 70 554 267 73 64 29 236 994 914 5.067598E-02
 2.363333E+02 657 28 652 624 17 26 26 72 27 1 2 30 115 116 1318 617 69 559 264 81 64 28 242 990 915 5.070580E-02
 2.366667E+02 651 36 652 616 22 28 28 67 30 3 2 39 114 113 1314 624 73 562 251 76 69 31 249 982 913 5.072600E-02
 2.370000E+02 644 31 650 619 20 28 28 57 36 2 1 35 113 109 1326 604 81 561 252 75 69 32 257 963 914 5.074833E-02
 2.373333E+02 638 36 649 613 20 28 28 59 36 0 1 43 113 117 1321 609 83 563 238 81 74 31 269 959 906 5.078156E-02
 2.376667E+02 635 32 648 616 20 28 28 75 38 1 0 37 113 119 1315 608 95 566 231 80 77 28 280 947 902 5.078896E-02
 2.380000E+02 633 27 642 615 18 28 28 64 38 0 1 38 114 120 1315 610 89 563 230 86 80 27 282 953 900 5.079842E-02
 2.383333E+02 631 19 638 619 23 28 28 68 32 2 1 30 113 119 1321 613 84 556 230 81 80 35 280 959 901 5.081176E-02
 2.386667E+02 626 25 635 610 20 27 27 57 36 0 2 34 112 116 1331 605 85 546 230 88 78 37 288 960 891 5.082147E-02
 2.390000E+02 617 31 635 604 11 28 28 64 34 2 2 35 104 119 1334 598 94 545 232 83 76 38 291 951 891 5.085040E-02
 2.393333E+02 613 31 626 595 18 28 28 62 34 2 1 31 105 124 1336 591 105 538 241 80 72 37 294 949 888 5.090659E-02
 2.396667E+02 606 30 625 595 20 27 27 66 32 3 3 26 103 128 1346 572 111 541 240 80 77 33 301 925 891 5.093882E-02
 2.400000E+02 602 34 624 590 20 28 28 70 38 3 2 32 100 126 1357 557 105 541 243 82 77 38 302 920 899 5.096272E-02
 2.403333E+02 1188 852 1661 809 23 30 30 70 29 4 9 37 200 128 1347 568 96 545 240 85 79 40 300 933 904 5.091476E-02
 2.406667E+02 1180 669 1488 819 22 30 30 64 25 7 19 32 200 133 1339 574 98 532 248 85 84 40 307 947 904 5.085442E-02
 2.410000E+02 1171 555 1374 819 23 32 32 65 28 9 19 36 200 138 1349 576 91 532 245 82 82 43 298 946 902 5.081374E-02
 2.413333E+02 1162 471 1287 816 27 38 38 72 33 15 18 33 199 139 1356 576 76 544 231 85 92 40 293 932 907 5.076223E-02
 2.416667E+02 1157 376 1191 815 22 38 38 67 36 11 15 35 200 152 1379 548 81 541 225 86 97 43 307 902 906 5.070665E-02
 2.420000E+02 1146 312 1126 814 27 44 44 69 31 6 14 34 200 161 1401 529 86 540 216 84 103 41 314 870 900 5.068706E-02
 2.423333E+02 1134 285 1097 812 30 45 45 76 36 12 12 23 200 164 1405 525 79 542 212 84 111 42 316 863 907 5.061954E-02
 2.426667E+02 1125 239 1046 807 30 46 46 70 40 5 7 37 200 166 1403 512 85 537 222 87 116 38 326 859 913 5.055567E-02
 2.430000E+02 1117 204 1006 802 31 48 48 65 32 2 12 36 195 169 1376 530 98 529 229 83 119 36 336 878 913 5.048880E-02
 2.433333E+02 1110 177 975 798 30 48 48 67 34 8 8 31 195 180 1350 539 103 536 230 84 121 37 345 890 924 5.040510E-02
 2.436667E+02 1097 145 944 799 31 50 50 67 37 5 7 35 196 184 1356 533 105 542 219 87 119 39 350 878 919 5.033445E-02
 2.440000E+02 1092 129 923 794 38 52 52 65 30 4 4 34 195 183 1365 529 101 541 215 87 117 45 350 876 918 5.027954E-02
 2.443333E+02 1079 117 905 788 39 50 50 69 29 4 2 31 193 193 1361 528 108 526 230 87 110 50 355 895 916 5.022227E-02
 2.446667E+02 1074 105 890 785 33 51 51 67 31 5 3 41 191 197 1327 546 119 528 225 95 114 46 374 912 913 5.015583E-02
 2.450000E+02 1064 96 873 777 42 53 53 75 35 4 3 32 187 199 1328 551 119 512 228 100 116 46 381 925 902 5.009446E-02
 2.453333E+02 1048 79 856 777 36 56 56 59 31 4 1 31 188 203 1318 546 124 512 238 95 120 47 386 926 917 5.003750E-02
 2.456667E+02 1035 74 841 767 43 57 57 65 23 6 1 30 183 211 1317 555 124 504 238 101 120 41 386 935 903 4.998292E-02
 2.460000E+02 1029 71 826 755 38 59 59 60 25 4 1 31 178 213 1347 544 117 485 233 103 121 50 391 930 889 4.993456E-02
 2.463333E+02 1021 48 816 768 37 60 60 61 21 2 2 37 183 212 1334 536 114 495 233 112 119 57 402 938 904 4.990022E-02
 2.466667E+02 1012 62 808 746 40 60 60 69 21 0 0 29 173 215 1317 542 126 490 232 117 118 58 419 949 898 4.985111E-02
 2.470000E+02 1005 54 801 747 42 62 62 64 28 2 1 32 174 221 1308 537 124 493 234 121 119 64 428 956 910 4.979952E-02
 2.473333E+02 994 61 796 735 44 59 59 66 26 4 3 35 166 232 1291 535 139 493 235 121 123 63 446 954 914 4.975678E-02
 2.476667E+02 987 41 784 743 43 64 64 58 27 0 1 36 171 244 1284 541 139 484 238 121 131 62 453 962 915 4.973654E-02
 2.480000E+02 974 61 783 722 46 64 64 66 27 3 2 36 160 251 1276 526 144 483 243 120 141 67 472 956 934 4.970207E-02
 2.483333E+02 967 53 781 728 42 63 63 66 25 4 2 38 165 258 1267 530 142 477 240 118 152 74 486 962 943 4.966097E-02
 2.486667E+02 954 47 772 725 36 64 64 73 29 1 1 31 162 262 1261 522 159 473 242 117 151 75 502 956 941 4.963484E-02
 2.490000E+02 949 52 767 715 47 63 63 61 25 2 3 39 157 262 1265 516 159 467 243 115 148 87 509 961 945 4.960378E-02
 2.493333E+02 946 45 764 719 46 62 62 78 29 3 5 47 158 267 1265 509 162 450 254 123 147 90 522 976 941 4.958453E-02
 2.496667E+02 943 44 758 714 50 62 62 64 27 2 2 37 157 272 1237 517 163 444 263 138 152 86 539 1004 945 4.956088E-02
 2.500000E+02 938 47 753 706 42 64 64 75 27 3 2 30 153 278 1236 515 163 452 251 139 160 84 546 989 947 4.954362E-02
 2.503333E+02 929 33 748 715 43 64 64 70 32 2 1 25 159 285 1199 517 187 459 255 132 159 92 570 996 965 4.951610E-02
 2.506667E+02 920 52 743 691 45 64 64 53 24 0 1 28 148 284 1200 513 180 459 247 146 165 90 581 996 961 4.949008E-02
 2.510000E+02 914 46 733 687 34 61 61 70 31 2 1 32 146 297 1209 495 175 463 241 151 177 89 592 976 970 4.948707E-02
 2.513333E+02 906 44 732 688 35 64 64 67 27 1 2 34 144 300 1214 495 168 450 241 151 188 93 600 980 972 4.947960E-02
 2.516667E+02 899 42 729 687 38 64 64 68 25 2 1 35 144 308 1195 489 188 459 244 152 184 89 613 974 976 4.946117E-02
 2.520000E+02 894 37 726 689 46 66 66 71 31 2 1 45 146 311 1194 487 181 462 237 161 186 92 620 977 977 4.945860E-02
 2.523333E+02 880 44 720 676 42 65 65 71 33 2 2 39 138 324 1180 480 189 472 235 164 185 95 633 974 987 4.946120E-02
